UserId,RecipeId,Timestamp,Liked,Rating,CommentLength,DonatedAmount,ViewsCount,Pref_Vegetarian,Pref_Vegan,Pref_GlutenFree,Pref_Pescatarian,Pref_LowCalorie,Pref_HighProtein,Pref_LowCarb,Pref_LowFat,Pref_LowSugar,Pref_HighFiber,Pref_LowSodium,Calories,Protein,Carbohydrates,Fat,Sugar,Fiber,Sodium,Tag_Vietnamese,Tag_Brazilian,Tag_Chinese,Tag_Caribbean,Tag_Mexican,Tag_African,Tag_Italian,Tag_German,Tag_Indian,Tag_Thai,Tag_Japanese,Tag_Korean,Tag_American,Tag_French,Tag_Mediterranean,Tag_MiddleEastern,Tag_Spanish,Tag_Greek,Tag_Turkish,Meal_Main,Meal_Side,Meal_Soup,Meal_Dessert,Meal_Beverage,Diff_Easy,Diff_Medium,Diff_Hard
1d9cfb83-48f1-45f3-be19-04b6e72ceef4,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:37:36,,4,43,0,225,False,False,False,False,False,True,False,False,True,False,True,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
57d31957-9991-42f4-aa6c-3186a464e908,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:38:09,,2,46,0,225,False,False,False,False,False,False,False,True,True,False,False,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
15f30fbf-e6f7-4735-a2e8-460e3f742b43,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:36:48,,5,36,0,225,False,False,False,False,False,False,True,False,False,False,False,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2469cc5b-4f66-4305-981f-b7255c7b3716,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:36:57,,5,47,0,225,False,False,False,False,False,False,True,False,False,False,False,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
6e9a1bc4-1359-4b28-8e24-bb8f0ef4f3c0,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:38:20,,2,49,0,225,True,False,False,False,False,False,False,False,True,True,False,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
5ece9fad-2e5e-4113-9298-c79f940ef63a,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:37:13,,3,42,0,225,False,False,False,False,False,False,False,True,False,False,True,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
ac68bc4f-bc14-4b5b-8fdb-e2d857544ac0,229183b0-eb58-4aa6-a299-01dc2a9b9325,06/19/2025 14:38:08,,3,41,0,225,False,False,False,False,True,False,False,True,False,False,False,70857.65,5658.56,4203.6,3685.495,2177.0898,897.795,451976.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
dfb991e7-2987-4c51-965f-1f0e60544ed1,5a6d9839-c87f-4d67-a736-024b9e052f55,06/19/2025 14:36:32,,5,46,0,139,False,False,False,False,False,False,True,False,False,False,False,44928.75,2177,1380,3629.125,172.25,630.125,103270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
14cf84e7-808c-43a0-b8e0-335b591286af,5a6d9839-c87f-4d67-a736-024b9e052f55,06/19/2025 14:36:25,,4,34,0,139,False,False,False,False,True,False,False,False,False,True,False,44928.75,2177,1380,3629.125,172.25,630.125,103270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3df8d9c7-f8b9-422b-96fb-47c71eb18b8a,5a6d9839-c87f-4d67-a736-024b9e052f55,06/19/2025 14:36:44,,4,41,0,139,False,False,False,False,False,True,False,False,False,False,False,44928.75,2177,1380,3629.125,172.25,630.125,103270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
ac0cdb81-ad82-4c2c-aefb-8d53cc6c1c3d,5a6d9839-c87f-4d67-a736-024b9e052f55,06/19/2025 14:37:12,,2,38,0,139,True,False,False,False,True,False,False,False,True,False,False,44928.75,2177,1380,3629.125,172.25,630.125,103270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
498ff5a7-6b06-4b25-b196-a33f33474402,5a6d9839-c87f-4d67-a736-024b9e052f55,06/19/2025 14:37:17,,5,44,0,139,False,False,True,True,False,False,True,False,False,False,False,44928.75,2177,1380,3629.125,172.25,630.125,103270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46cdb3f5-0117-489e-9393-3676ec06b813,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:37:43,,3,46,0,905,False,True,False,False,False,False,False,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
e2287c5f-e282-4101-80de-45effc5a7d75,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:38:07,,4,41,0,905,False,False,False,False,False,False,False,False,False,True,True,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
66be0ce0-e574-435f-9183-7a0c997a24f1,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:37:28,,5,30,0,905,True,True,True,False,False,False,False,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
57151c9a-6645-4703-ac94-7d4a42bcb4fc,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:38:22,,5,37,0,905,False,False,False,True,False,False,False,False,False,True,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
d0e71471-0ef8-4f65-86eb-960a27655796,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:38:04,,5,42,0,905,True,False,False,False,False,False,True,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
498ff5a7-6b06-4b25-b196-a33f33474402,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:36:31,,1,42,0,905,False,False,True,True,False,False,True,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
d3ff1185-da02-438d-a22f-a3f036333fcb,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:37:35,,3,43,0,905,False,False,False,True,False,False,True,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
469a4f7a-daf0-450c-a8f7-a7b38ea9aae4,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:36:39,,5,55,0,905,False,False,False,True,False,False,True,False,False,True,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2469cc5b-4f66-4305-981f-b7255c7b3716,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:37:22,,2,35,0,905,False,False,False,False,False,False,True,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2a26082e-c836-46dc-8641-e8e40e3e9f94,093200c7-7e67-4a80-b747-0435e3ecedd0,06/19/2025 14:37:40,,2,48,0,905,False,True,False,False,False,False,False,False,False,False,False,383265,20496.5,39044.6,16957.7,7673.4,4955.5,418420,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3df8d9c7-f8b9-422b-96fb-47c71eb18b8a,bd8240c5-5f9b-4a06-ad41-05b1505bb11c,06/19/2025 14:55:12,,5,50,0,597,False,False,False,False,False,True,False,False,False,False,False,230400,16514.6,28870.75,5976.9,9136.601,10080.5,471526,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7a201fcc-96c4-4caa-95a8-4b8fae276b54,bd8240c5-5f9b-4a06-ad41-05b1505bb11c,06/19/2025 14:55:09,,3,36,0,597,False,False,False,False,False,False,False,True,False,False,True,230400,16514.6,28870.75,5976.9,9136.601,10080.5,471526,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
